pg	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA10	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB10R1	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE10	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD10	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB10R2	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC10	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB09	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC09	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE09	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA09	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampled09
A5A3E0;P60709;P62736;P63261;P63267;P68032;P68133;Q6S8J3;Q9BYX7;Q562R1;P63267-2;A0A2R8Y793;A0A2R8YEA7;A0A6Q8PFE4;A0A804GS07;A0A804HKV3;A6NL76;E7EVS6;I3L4N8	164446738.093722	243265423.968393	458857815.329743	195549079.682069	348049174.403284	148238307.996	318818369.538873	245187226.227719	195510820.952259	184388797.384437	116432928.843998	135579934.280908	163302375.362962	268045024.705073	45749007.885085	294948771.686191	92106315.949094	133056616.458176	211759901.361351	70492519.156206	325858167.444612	201074485.155963	130223563.622724	168036766.721405	259167993.009651	115057720.075632	385538292.96477	162300457.689758	113209621.986389	209428982.082452	169982263.193487	145570981.481313	155138613.734172	342702353.673907	243570183.856643	163281218.757506	90659107.555627	329628709.92652	136308010.262391	212745977.00638	198940335.568536	99267065.818727	192396908.41008	156953452.186862	290956110.283691	167996116.921308	118217151.313643	165155934.612519	0.0	124049216.918623	203422386.337605	145083347.957962	470703621.963777	147885373.418614	236355857.18892	571561716.152504	150738525.650689	108811098.351613	149271581.460956	0.0	119408588.016515
A5A3E0;P60709;P63261;P68032;P68133;Q6S8J3;Q9BYX7;P0CG38;P0CG39;A0A2R8Y793;A0A2R8YGF8;A0A6Q8PFE4;A0A6Q8PH58;A0A804GS07;A0A804HKV3;A6NL76;C9JUM1;C9JZR7;E7EVS6;G5E9R0;I3L1U9;I3L3I0;I3L3R2;I3L4N8;J3KT65;K7EM38	85904697.051452	154417707.852446	256409792.789502	169373214.932468	126214520.048037	99692397.648469	225542967.85308	61263993.622416	160579753.138304	126019605.697076	122044590.266778	83149496.136423	75973418.456305	117933664.074117	50997524.469648	206905313.492867	182192399.534093	198241158.403137	47162929.128927	159247828.96417	189376648.283811	109670271.723716	123462331.881052	169371423.551463	231255766.649569	223750289.496121	208063995.615772	88353731.299963	165028029.45672	142372239.49635	184032495.566313	174918405.900603	64505842.077274	189915960.235665	157858692.492366	168221477.896316	105665715.044868	223973444.677442	150294965.558122	84694893.052494	162704999.596657	59052024.173979	111993533.060113	80729898.329526	154241421.630629	191279440.580406	108885495.721807	179774339.680746	0.0	160218827.811165	137780646.497008	134550147.640839	249362817.43513	124106136.746736	112334597.771369	219336483.705054	94967145.083215	163155628.289553	177251230.934114	0.0	128558103.796231
A5A3E0;P60709;P63261;Q6S8J3;Q9BYX7;P0CG38;P0CG39;A0A2R8YFE2;A0A6Q8PFE4;A0A804GS07;I3L4N8	153968448.348735	232906241.684072	291563808.46826	193396129.117709	213263899.946238	163587644.343119	231470853.200695	152388656.267968	300962994.879149	172418121.475082	111683499.359732	94145727.816954	150304935.656008	198961946.653077	213893011.785473	213976731.710361	285707253.486243	156411593.054005	141460610.785549	139354318.433291	362312556.928953	142256560.083814	196449061.878495	136091060.344735	266192813.639542	191443424.788107	386826521.390652	134445800.615733	157312878.735765	195371333.77694	166818929.987201	301187889.622285	129096340.922087	420741742.29554	187748565.500857	165545963.239314	190291241.062181	195769513.638177	201808239.964503	164420903.624204	344147612.472821	129490346.440025	333366256.857004	240838218.568849	213223584.833806	225653076.845494	171417602.436049	169240295.498634	0.0	287842165.166195	165849805.967423	163960710.677655	454844421.341285	166617692.182801	182433955.065765	233654143.830919	160475373.453539	252918486.312754	194202442.433616	0.0	242536505.104545
A5D6W6;H0YL77	476351224.802143	228422361.451255	366567490.608058	429442438.893433	378546698.437503	445566183.47111	315809770.082392	740377929.370463	361153370.837389	353509461.282287	376727882.512568	397845581.102245	360375454.260023	414392207.680199	385269407.480798	273449241.176477	225794865.900525	339279026.111483	803860271.093729	259649947.678926	477316381.037956	715063774.385848	783136163.997342	266971400.137934	393949382.002623	220053117.292333	417227158.905786	586006540.107763	240911184.907466	302770118.338024	506010294.261807	458625705.115249	530757384.467659	318569060.320218	497037459.823575	399887929.984875	455449845.844175	416499675.403951	230414780.318835	453517480.651354	389848506.421197	946574416.162002	308728173.724027	652350180.646934	455861894.579203	300658809.355229	400701868.848688	262922947.392785	0.0	69280445.566071	343484481.812603	157654152.589693	369322244.630202	533745181.625757	458498392.058875	308258737.349093	1008466517.86518	108527250.909187	578159492.038224	0.0	340821502.887246
A6NGN9	175426775.515814	139934383.692577	171363434.742502	150443293.394021	195385267.984457	151544820.446322	135673373.23373	178895935.781505	151762159.193833	115084663.903773	205108351.666808	178869684.704228	132929688.505963	164776904.433951	164574866.242544	137276292.584964	133935206.382027	125756827.28043	251750187.073348	135892740.708975	204128258.120034	183908967.486971	186197923.224539	153446993.407253	131376480.539862	179283290.697467	204041917.177048	202905901.757473	152087143.3161	76848260.530905	146241517.144462	154478785.659643	221969547.260975	209996831.523646	151437068.661103	223981475.196792	115905537.975156	184755582.522764	85553130.70104	107169279.430733	172129766.369815	199040597.343748	119312344.991707	235559163.209896	165545951.180186	141108877.380632	143575948.599427	129739151.936227	0.0	70247662.817506	192753373.538048	124768493.280968	198673583.944904	199992297.085715	146380596.140775	118074247.625251	245406812.63876	109084495.885129	215328386.340061	0.0	142700907.885503
A6NL88;H7C1N4	29970702.434403	25389872.02154	25373462.930009	35939994.160624	22430741.855556	21349433.810979	33308380.344452	17365020.607576	25232661.704898	18205323.693333	20845966.458498	24016695.620508	37795947.260441	28751388.545885	23920332.138184	20772566.183536	28339397.91034	22204495.402084	18194375.694856	25285692.126117	20735853.363478	25301475.79272	21768723.562193	12624306.275756	20044915.748302	25000784.807179	28603979.234735	18383820.609449	17148693.220228	18630649.345029	17420345.092341	27508919.70996	31167220.271468	24645112.031134	15929710.937462	43390400.741151	19310355.651594	24829564.98191	24797448.621682	33607487.592533	22378787.098218	16869452.923252	17387441.912696	26927682.716476	20152212.322643	24989351.129194	20880389.599377	25604530.747363	0.0	18532532.068559	31774409.983479	23110937.519048	22061641.063835	31574244.406221	29806242.450668	30362341.651368	20620541.584618	16668728.434122	25267312.562672	0.0	30800361.332071
A6NLU5	1271508923.353075	680423521.757309	1143138352.724309	811061284.147763	736232064.909827	813557100.888697	1120730488.961631	758195808.653255	1265580353.719604	735419763.786956	913986149.635569	1150157190.580601	835429664.926034	1256494241.45173	1467842133.350853	846317468.463733	1530453799.783367	797357722.453943	1089089409.073283	943686229.987028	1176830366.253239	1205826695.520758	1083754891.111937	582059083.198277	1006192643.218841	1793247104.914557	1192266802.08284	1108814838.821432	740321729.90533	736107486.295775	672097192.332456	832227248.101413	1528494407.518726	1057045368.788333	701019789.047643	1802300273.723923	590075285.171365	1432899367.755038	527568361.583598	813374272.470688	987302923.21975	1061187242.127613	707938906.080439	1223410057.851612	881627021.545407	1363101431.524188	834355678.054065	578969206.885373	0.0	457926878.951954	966489439.15667	730348422.661195	908521445.685823	1128512537.15016	985440731.970586	1039027715.201057	1221167112.751215	471331243.849228	999260699.587682	0.0	542927273.321335
A8K2U0;P01024;A0A8Q3SI05;A0A8Q3SI45;A0A8Q3WM02;A8K2U0-2;H0YGG5	6799955287.099377	12889880772.421247	6853783818.68636	6915677810.851306	16033302364.188232	49073505.990793	6437650806.462689	8423070.236965	8123512729.466551	10329370257.317244	6803390349.527843	5131043910.216838	8372873689.862497	7178131228.509157	9757669457.177671	10926474414.078518	10157478599.653456	9375059665.900408	5164855833.790962	12215014754.801493	9756302115.409767	6720181816.632025	7496429773.870058	12868766788.201822	6116379696.247661	9230221.309523	10115332291.220072	4699213807.45336	12836362997.99464	11225204252.843311	9154059527.299536	8767325071.872574	3765579115.062608	9575420964.557867	9525445893.073572	4415659922.755608	12901849365.587658	5856840706.806654	17047533813.681946	6685815615.06354	6997087379.154496	8382465412.548989	12022722350.875494	6830409614.19219	5829008396.181313	8427981370.820621	7474657626.355157	17137290568.618952	0.0	19995972590.19683	5437124384.893117	12226372881.279404	6374655883.664433	5041303800.111371	6687866609.719904	7773088308.387341	6823008778.601434	15888694020.16076	8806043272.938725	0.0	14390162796.117373
A9YTQ3;A0A7I2PK40;A9YTQ3-2;A9YTQ3-3;D6RE68	808519157.003026	611666627.56964	926968862.995153	459989620.750033	341406464.762402	1081774439.831019	345677591.365917	219984206.884937	300248121.079654	739151583.788246	396222618.374449	425366745.532838	733753723.344746	1450976097.684807	550249947.510406	446186964.855307	609887723.482763	1467290165.701825	228632975.718819	390438113.754326	161389881.523059	268301852.396014	568880482.556854	820271024.721509	425165466.131376	536611508.572672	238409402.884056	406441771.532275	1138093442.639541	505968884.212191	427168999.363397	560416005.203738	266570777.669505	220767946.524549	1227144772.809485	209789343.493835	315323770.022449	158691174.799302	1575762314.959725	911127445.697492	195881932.529292	475674762.847122	466542345.138612	410198415.773765	582596855.562702	209408047.332796	438453449.699974	906119377.183741	0.0	1232795497.584139	398620630.394256	1262868536.393751	464245491.321533	582481331.653426	642358415.40294	1779491420.10252	258463932.388913	4019349501.145832	298688599.146166	0.0	399077278.695124
B4DEY6	1514513151.998885	1339131015.095003	751793088.869699	678278222.128841	2329666322.099621	1458974169.811737	743443122.151975	467031672.234398	854944654.786902	1434433564.174026	500107113.821163	445753553.057728	670767822.078948	562896798.556907	484710897.116528	1111924665.972599	620983106.591209	432195757.744861	220378907.56646	442186610.229322	592343883.898758	305291950.268494	447438054.698768	389110630.364526	688724992.050008	785279196.84592	460590193.152442	971500286.902547	1234917608.279732	510405766.35258	562009678.662322	446005263.262472	532104959.885084	733647907.317971	1601936811.071973	215397059.613338	641177278.986154	838381036.391082	1047063596.387557	751646996.00457	396746754.008041	306097827.012484	1383964811.848287	327185728.968748	958875238.144331	305042212.715251	218935899.284179	507220597.481703	0.0	1869475686.822559	527267431.698282	1405772917.966265	239989934.339966	389087995.980295	964085659.635194	2166900715.287843	396419583.320314	2474489388.077476	644731256.605802	0.0	658701842.319823
B7ZKJ8	9649579.069607	0.0	0.0	7193934.067364	0.0	0.0	28555360.734424	12487463.285075	20980373.886359	14003287.34137	10828647.001291	17475898.184814	30784169.711203	6104458.98991	19858119.589049	27715695.565792	75291207.534082	16471900.636829	5896584.190443	11044731.295895	9626222.973279	2478493.819419	12568771.206773	45831415.24258	20143722.165963	9156569.611655	0.0	0.0	41023849.472048	32258092.157687	9905852.265874	19277788.491035	12576284.261765	1540808.860224	24799293.304427	7873594.049348	37618041.144361	39187777.684362	20620657.873294	7855294.682657	10961711.586474	26263702.453747	12698952.392865	6641742.639314	16849108.801175	30615691.175867	25140533.62219	1794742.492933	0.0	95334376.9507	14158692.979318	34288829.599835	12231326.203336	12696719.659318	7476914.793885	3684902.097102	11382814.440524	9814367.75883	8200920.405083	0.0	39991753.597245
B9A064;A0A0B4J231	2189037507.74229	6906114191.041215	2733906571.660599	1673895896.489704	11236062023.317652	333542199.245969	2201697903.227629	2744814924.210564	3944152445.74935	4051321367.536414	2317289915.381497	2834360204.667867	4487917357.614962	3165069401.810196	3454175749.378662	4136980707.112195	4145412150.825323	9885128168.8877	1657619169.612384	3323176653.819536	5586449470.602277	2738913515.130816	2485118083.863728	8647366197.83385	3492911222.950522	3201303384.724628	5419808682.628675	1984462798.997719	11173519356.879782	6250982615.618264	3939399725.19896	6132486749.245303	1460321067.794567	5664854584.647767	6074292633.820795	1101349724.123602	4417220505.228603	2168803666.98522	10801950048.851864	2949484686.624831	3436207121.060508	5729380600.627647	13167157587.647194	3888678547.634879	3390086273.679332	3541184639.465827	3072041728.318095	6067799302.774106	3745467003.64463	14093270636.714102	2434150925.290835	10153548380.292978	4306198315.368932	2115450619.155406	3708031699.545187	5559027434.610044	2863065996.142091	6011792541.727567	3532641484.885994	0.0	5110573066.330813
C9J2H1;A0A096LP62	161515241.792798	0.0	53834130.559341	0.0	39094654.690361	0.0	0.0	0.0	0.0	62369450.334802	59625703.284956	59038651.966975	55576495.868954	0.0	0.0	0.0	0.0	0.0	104345739.847893	0.0	97087168.191014	0.0	72004081.920045	165304191.051798	0.0	0.0	149444891.577519	89243095.788655	0.0	56931787.462688	0.0	0.0	0.0	91459760.204361	0.0	84662841.087392	0.0	0.0	0.0	0.0	66427648.031759	0.0	109274679.634409	96335613.536618	72441396.190595	87310135.786047	113084070.359536	41462699.452761	0.0	0.0	0.0	0.0	0.0	65772844.816887	0.0	46333208.525682	0.0	42635334.231649	54350457.568696	0.0	79544234.235812
C9J9J4	585518878.524655	188062677.918215	546951475.764173	148018888.179687	656480811.42864	584527324.274323	444046203.22507	164531675.925237	203577510.053132	122477552.089666	214973816.765645	388350157.727419	419796297.446451	458813276.745438	105722949.435378	344855124.847778	246089574.043388	121622996.134956	362378864.651019	294382952.159004	121411092.977802	290287016.320194	270113864.406431	489536629.571044	313305130.432257	353966975.52739	102753742.279271	149981661.070019	245295705.645923	184040668.455749	608369863.631179	263263572.035676	182831004.892457	77393892.713228	472720200.408376	229692517.790498	532003864.742051	110583383.354223	485995061.84805	271760499.320328	151509656.666075	305950266.126076	180503716.051947	138944152.161654	382037579.739539	215876656.675688	679304214.412635	192253394.093571	0.0	732686631.8972	314008007.625675	973221974.072877	286048322.732227	204966978.24154	350286007.654536	215549545.486132	159336192.915986	489565107.345438	161579719.221133	0.0	152928826.118636
C9JVW0	231834884.255494	380189028.046835	322112778.886018	471637250.019995	354238600.958243	337742860.181094	212861267.821948	337047005.515101	418060084.875901	286271235.306293	443660208.086397	277571505.901337	312960782.302388	360330432.958664	502131423.343468	195980988.317088	414029958.464749	284986566.233238	393487416.181947	441206435.987232	479028635.992724	351344504.037026	466109797.88778	155893339.383162	221383601.897874	407367274.488728	614750063.400549	548423688.305122	290120967.550552	335450201.761881	327717993.961011	406435002.101916	413092268.695084	560611196.635706	232971414.55486	496732977.643917	301484938.750166	254957204.46474	242111894.728695	359541929.898656	432832468.314122	399262196.91817	466770249.113115	638751140.122292	327828495.727379	378587488.368977	229018210.563787	351231647.889317	0.0	90500529.12681	250571626.829371	230915060.166167	542899220.183926	460619721.293216	404338366.765964	467010364.500926	395125344.547995	307115469.436028	485483377.309683	0.0	306460837.039152
E7ERL8;P58400;A0A0D9SEM5;A0A0R4J2G7;A0A1D5RMU6;Q9ULB1-2;Q9ULB1-3	16600134.888339	44740474.408277	43148877.127774	34673380.001386	49292632.904667	43507926.951987	21320436.679371	16854426.832485	47896606.693081	31549498.738734	44288909.288164	29413996.360073	29143771.923641	34974617.055193	50858282.59701	30410668.548461	28406428.822296	24028286.699246	40389449.22977	44126255.185033	77293517.111517	57876648.744074	32372106.665823	44143293.21189	40769280.640318	23553452.384307	94971911.304928	26194546.45172	41126577.059282	28618881.485743	51250848.328454	56379924.740372	45803593.474685	92146746.641941	19144515.171266	33891351.720505	27888328.266568	40269695.625362	27117527.907434	12487639.913276	73751129.728675	34046693.544401	30237557.372041	53218423.888571	11933551.574408	45435689.151728	24965574.082453	44973063.932246	0.0	25273692.573308	42648315.423787	17680397.35675	66725615.596543	24774410.972451	34071729.542244	13363114.341585	52675301.4838	18578773.861965	54563657.013013	0.0	34753188.77558
E7ERL8;P58400;P58401;Q9P2S2;A0A0D9SEM5;A0A0R4J2G7;A0A1D5RMU6;A0A8I5KY42;A0A994J4N8;A0A994J5C3;G5E9G7;Q9ULB1-2;Q9ULB1-3;A0A8I5KTJ4;A0A8I5QKZ8	49070218.571889	19610061.580744	22757535.889947	42680487.074137	30153020.583318	44743808.478034	23652070.077783	32662260.584779	58634602.28312	25395690.845981	58160406.968056	66658989.584739	31480183.490843	28794576.417406	43325874.281788	39113453.612972	25351309.991292	26839833.897543	51392138.260421	40348693.317657	52696780.524306	63712469.408939	23014536.299098	54077708.032481	45116428.257518	30196743.74959	42800845.402566	40755719.725143	27455267.307349	16930635.592935	30709458.436233	49389592.220229	68248979.559465	49349059.633863	27529123.754114	26635023.711594	48729454.179128	72395404.072542	18861788.983598	23932172.987683	39183325.60072	53213172.863962	23120390.777815	41680267.248327	24865711.199327	64475857.675428	53358506.559273	45132297.209911	0.0	21318248.453787	32044712.916334	22916800.211147	56392997.612271	19410674.63492	25360796.876207	25084891.106087	28720704.16309	12966408.73922	28890096.197332	0.0	43449316.324018
E7ERL8;P58400;Q9ULB1;A0A0D9SEM5;A0A0R4J2G7;A0A1D5RMU6;P58400-1;Q9ULB1-2;Q9ULB1-3	241763298.916376	180587347.175928	188056056.694645	240031390.633793	139794006.845638	188848844.328643	213336312.818645	121374881.359164	206370668.752832	173716779.535859	317802465.334851	167081318.859123	151992034.579431	372199869.990477	191464632.061368	152572261.652539	194192630.911248	150247872.749844	289467027.503154	189162192.716901	172905888.910789	283141163.540179	327416214.421917	115228511.450067	184547550.718659	257698466.30328	284225056.354647	376271763.805157	125814838.675273	109816370.156035	168838426.165301	247942335.651012	281641079.836541	235679043.014071	127797222.54692	366805354.869234	116245274.028787	250020053.447052	141760308.645608	175179678.304626	266526573.182495	173360473.645011	111147886.911552	311108581.176876	175219054.794067	247331418.551513	198486615.236489	185481196.741882	0.0	119300174.389764	242781537.163347	134639646.41503	202909614.410333	214985858.840493	145970671.794819	152773904.789321	231894402.006753	246434805.392246	284978713.830203	0.0	148986872.462184
E7ERL8;P58400;Q9ULB1;A0A0D9SEM5;A0A0R4J2G7;A0A1D5RMU6;P58400-1;Q9ULB1-2;Q9ULB1-3;A0A0D9SF36;A0A0U1RRK7;A0A1B0GUQ1	255172782.781707	189620688.646772	201601816.264431	358489306.302478	196537884.751391	260047694.049958	204606484.371558	160500180.582307	261229613.127541	152895166.663337	362584693.634835	281150798.953983	167125311.80804	267138326.469012	274024586.613751	161144840.98771	207179885.334422	118805341.460498	230921865.460879	194380173.403746	250284011.316687	268901525.879815	314386222.332245	162413164.86002	199087698.849754	389275171.045233	376957454.664696	306965393.543997	197244871.936279	101674231.493577	236108839.86702	280800873.638669	258119956.401831	356805068.271053	131047919.681702	294797153.70029	139838394.709474	301899070.410753	124250131.218153	240732186.476953	296427655.928338	286334178.701865	129546839.203658	317073962.753168	320359330.42479	284535658.807601	170697972.522624	234523763.816191	0.0	75637389.560761	250827265.903783	110726093.055846	253700099.351359	231962820.418057	221394224.044759	243010221.571268	336757173.787321	155200378.933685	326120669.911309	0.0	161799791.33707
E7ERL8;P58400;Q9ULB1;A0A0D9SEM5;A0A0R4J2G7;A0A1D5RMU6;P58400-1;Q9ULB1-2;Q9ULB1-3;Q9ULB1-4;A0A0D9SFY6;A0A1B0GTL0;H0Y568;H7BYC7	12130453.506421	8461380.153307	15021360.884262	7149911.565862	9381005.012368	3878934.210653	10581969.676245	2491939.102046	7314941.036755	7151149.977766	10936772.093598	5799295.566512	5349229.263018	6079974.96015	13040402.013868	8818783.537855	7464599.768436	8151231.464702	6633012.706349	6243864.932436	10756891.406058	4489782.291481	8220689.46783	5748122.481553	6679485.578714	8142421.031583	8598996.924861	10042305.603041	8462689.082645	4224279.443448	5968033.731141	8694576.277716	7063622.817053	11020010.852867	4533773.087414	7272618.416358	12020330.777079	4409473.383232	4637989.358616	7224950.633801	11602041.838526	5977517.362283	4712624.539315	7594514.376719	4433351.913815	6693266.946307	5481291.641602	8495770.232775	0.0	3719866.280389	3688894.906208	6467059.809602	10252656.46586	6143021.460997	7601395.237823	10744881.033679	7418458.53687	3676547.571181	9549649.800205	0.0	8701567.966744
E7ERL8;P58400;Q9ULB1;A0A0D9SEM5;A0A0R4J2G7;A0A1D5RMU6;P58400-1;Q9ULB1-2;Q9ULB1-3;Q9ULB1-4;A0A1B0GTL0;H0Y568;H7BYC7	541158436.674573	687245371.069591	826484725.460056	814383238.346953	568797140.734136	553310297.37517	307978589.814138	146786489.926216	437005043.642359	328455280.157167	562151812.170244	454164458.896457	525280493.470101	570108619.598664	743394242.81674	497463638.464911	1026715805.192884	409243529.794588	402317846.668146	553433937.523942	645896037.325774	643160756.126877	655769496.11874	176578919.878098	519778833.660261	855125824.778566	799984480.882808	734157560.737081	457599282.729979	400226575.906295	443236203.992464	561836781.166561	793363716.718437	755136381.480505	271458861.357451	978470236.481688	569849397.012019	492546270.490881	555335174.327749	358117206.247123	692137278.296303	501080830.927502	373771729.2908	646718887.835335	368517610.582092	377463878.030071	295036353.164457	357107800.369592	0.0	318379285.290339	289533095.932068	317874160.583539	654094907.55483	531449906.911709	400201178.525877	269104414.74609	688858188.47903	622454630.856561	434387605.322717	0.0	756793454.084676
E7ERL8;Q9P2S2;Q9ULB1;A0A0R4J2G7;A0A1D5RMU6;A0A8I5KY42;A0A994J4N8;A0A994J5C3;G5E9G7;Q9P2S2-2;Q9ULB1-2;Q9ULB1-3;A0A0D9SFF4;A0A0U1RQP8;A0A0U1RRK7;A0A8I5QJ84;A0A8I5QKZ8;H7BZC7;H7C3D6;H7C3J4	61600567.749525	69034203.056615	127550636.923453	69729125.908329	79151935.680399	63359318.697354	94480382.110946	45901867.645943	142924263.766927	57854473.236509	131123654.362393	66039330.707423	85806410.414659	116468197.476523	115765408.281878	112523830.040863	98968957.913502	65949463.805983	90996063.572292	63020057.881054	111715828.343072	92340057.643581	110486569.260536	79842234.552157	107230785.058466	137772102.60665	113171624.137801	165500209.410411	76739218.031186	37532190.889317	43668482.743106	90760094.046256	88261743.869002	131619518.368336	46761665.264659	196547239.705471	42649563.427901	90798019.28166	40179722.183281	64251871.543999	102076270.631384	69373548.423574	44982764.525576	128078530.480093	88585680.698594	76247728.017392	38039231.411476	71354696.555904	0.0	94460773.277154	8537257.701216	55844918.390071	120432947.930863	95275891.637165	93505527.387131	55964874.878937	120595622.531374	60878626.915678	110428156.168683	0.0	24108190.83831
