pg	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA10	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB10R1	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE10	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD10	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB10R2	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC10	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB09	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC09	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE09	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA09	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampled09
E7ERL8;Q9P2S2;Q9ULB1;Q9Y4C0;A0A0A0MR89;A0A0R4J2G7;A0A0U1RQC5;A0A0U1RRJ0;A0A1D5RMU6;A0A8I5KY42;A0A994J4N8;A0A994J5C3;G5E9G7;Q9P2S2-2;Q9ULB1-2;Q9ULB1-3;Q9Y4C0-3;Q9Y4C0-4;A0A0U1RRK7;A0A8I5KTJ4;A0A8I5QJ84;A0A8I5QKZ8	138155069.439886	380037722.424312	150311601.291626	332171606.64614	147940265.879505	202005650.467188	163486360.258947	106384338.995084	374278648.849607	146698438.927662	279991117.778584	163661095.464138	146644144.071623	183955072.386598	151188930.205008	210445016.70108	242100025.102454	123598981.766353	111209144.620565	183895254.399157	199902313.572468	329558862.174284	230169814.14009	177673007.578709	243902637.999407	226355704.132926	238727115.983274	144735381.014136	132191971.118622	135291243.790362	184995014.607809	257718145.120799	183613690.602396	257637406.588731	105385813.169231	242853047.564195	169708024.401717	276610214.86415	237964548.818021	182556652.359329	194172801.151101	141469315.603825	50876087.551716	246025204.907023	202239468.680342	254668805.9562	168569610.237944	165586357.989159	0.0	197220002.549512	303303532.717406	138241490.443943	250107252.62382	210028927.643035	117348672.120823	164919350.473541	215175168.696608	201442659.535221	225930557.824281	0.0	133500422.018328
E7ERL8;Q9ULB1;A0A0R4J2G7;A0A1D5RMU6;Q9ULB1-2;Q9ULB1-3;A0A0D9SEQ7;A0A0D9SFF4;A0A1B0GVF4;A0A6Q8PFA2;E7EQN4	16792392.567319	35089334.633027	39823373.708066	49105882.986298	19654745.10002	10971898.64829	5420229.375273	24357916.683852	27343102.333738	22651053.063091	41455802.56129	26360778.430367	36211944.18755	35475653.311441	41504445.427751	28499979.374256	14311520.180653	26261501.426651	41909609.111945	31293682.939003	34689790.734852	82021518.626873	88596664.13634	36264357.163135	20244951.808562	9086140.094798	53713427.14838	14309571.462791	25225386.193482	21202712.440655	34560333.893514	37664651.096475	42581491.080181	30773777.298749	34835756.099586	53409360.848946	12579104.616891	30732225.112549	59102625.804939	19594344.983865	39511077.370208	37724552.787292	10961792.863947	55284987.38167	40795479.579059	28694005.802011	57515008.494629	34559145.940245	0.0	15754551.569731	87842172.833258	0.0	0.0	31033585.002667	13588946.874817	59348802.968488	71191283.973531	107373181.813577	50348558.851754	0.0	10106309.197671
E7ERL8;Q9ULB1;A0A0R4J2G7;A0A1D5RMU6;Q9ULB1-2;Q9ULB1-3;A0A0D9SF07;A0A0U1RRK7	686154892.082078	595751713.724038	605603592.509176	720049101.842624	668262082.009211	469279100.959998	568925638.254429	538800351.880755	753371233.130375	642150415.472709	819977229.199205	742488492.885096	534552444.582382	815988909.989677	645896769.127533	527510160.651645	538911487.378372	550523571.425736	873800800.61394	576286871.860291	637858844.720125	839336051.847743	775588869.020831	544504067.047014	616346440.902236	768040044.717868	721052211.38722	849142401.780341	481949873.199333	370221333.399194	599817077.411222	626456064.803565	869564482.263921	691102078.699763	446516858.120559	856070184.269411	389876408.741666	856707617.864076	391407185.62883	637297456.661759	668702205.634509	730564309.916986	358750236.197909	792243100.815412	710143258.605828	661537435.622928	579306520.578583	634154082.514206	0.0	345409446.785391	754952565.478672	305312182.287521	670283912.4018	691034469.122835	502171677.761185	559290239.120253	813195303.139456	556130035.351728	720325222.508172	0.0	441047592.090631
E7ERL8;Q9ULB1;A0A0R4J2G7;A0A1D5RMU6;Q9ULB1-2;Q9ULB1-3;A0A0D9SF36;A0A0U1RRK7	143694695.506348	166159977.044662	135172838.109702	142757201.228184	130931605.014203	149755557.496961	92768985.038409	147928086.426298	256299116.720373	146682677.084011	189381516.602434	153788866.681197	97690092.816966	206132751.440482	212905354.673168	94693762.863905	173310627.364574	120081638.215688	188967596.905544	102076182.903503	202978967.756649	267592314.746338	190157515.865358	97729492.567202	137568496.886562	135959828.82942	181221978.444749	221177835.38766	73217234.535664	94300601.784293	119513999.977126	138531976.652393	268949648.90253	192823803.338762	79996851.320476	192483266.719663	100261873.795911	163514401.85921	96441095.253636	180278784.710249	160518292.738359	151233455.955215	70217237.357427	166962627.290619	147293452.251282	226575085.237071	122963615.583792	140693157.897693	0.0	78575085.65558	158174447.440672	94832201.229403	213855481.258495	172116869.342635	149638394.558476	135989131.051302	155276183.439005	149762487.231274	152612101.855383	0.0	175324137.155847
E7ERL8;Q9ULB1;A0A0R4J2G7;A0A1D5RMU6;Q9ULB1-2;Q9ULB1-3;A0A0D9SFF4;A0A0U1RQP8;A0A0U1RRK7	42011578.376328	56648155.356091	65938469.158466	47507683.933543	51367389.385928	67280409.16244	24982711.009193	37318880.733417	30628351.582431	37288747.206433	55406313.171429	25054288.053915	51065665.564786	62986897.194456	41083375.012725	13471693.305866	18789354.223208	27293590.236721	47361064.047415	32274503.781501	60743310.690192	48331636.71427	37480417.554003	39660290.724802	39298531.951852	41858892.774017	49556881.507141	81279071.871935	39666268.629901	24641592.94873	10536983.392714	35062768.105875	60862040.176889	47875779.486172	44742723.54823	26834003.024296	46073313.825916	39570573.23443	42526250.805373	21164934.769797	47249990.614824	19943251.838124	25864052.672273	36733241.174156	24777425.247996	38181057.790261	19842785.938326	42002192.761446	0.0	0.0	58140007.875381	31936637.388222	58578401.36375	54745457.975639	17376663.841854	29596241.741493	52314275.527262	72134453.326332	49509469.291996	0.0	27737679.397834
E7ERL8;Q9ULB1;A0A0R4J2G7;A0A1D5RMU6;Q9ULB1-2;Q9ULB1-3;A0A0U1RRK7	1383258222.861757	1015129076.568069	1570337739.454541	1469965030.008157	1172074649.092989	1363572137.953647	1238090203.653669	876979519.130767	1422305751.447165	1231338684.251612	1749140117.509647	1090406450.419678	1169081611.424973	1989576916.505847	1134346497.733873	991975320.767908	1060369838.770465	893622584.889031	1416686983.995759	864420913.666381	1122200027.777631	1712300183.389199	1573561076.752895	918369854.018615	1357147923.210253	1564938797.000474	1312519832.595328	1788058181.634015	802910440.522606	675287703.587742	1008923577.176233	1334219532.967098	1550949298.091022	1288243713.663243	766074302.600477	1604477576.010525	788031830.587539	1427478693.521579	1032621719.508037	1236846825.429889	1486956472.2106	1276052689.901268	760203393.976906	1556481051.92535	1265098819.018463	1419326573.420918	1068105491.982138	1025721936.752076	0.0	819639718.790015	1411743512.122355	884781045.328644	1277038298.913772	1510824862.232212	1123513809.404094	1196837487.055574	1634976606.314483	1493278335.445244	1599773218.757967	0.0	839117032.297599
E7ERL8;Q9ULB1;Q9Y4C0;A0A0A0MR89;A0A0R4J2G7;A0A0U1RQC5;A0A0U1RRJ0;A0A1D5RMU6;Q9ULB1-2;Q9ULB1-3;Q9Y4C0-3;Q9Y4C0-4;A0A0U1RRK7	333795201.23344	270561410.926859	337858080.782865	378367822.064535	339564198.846704	363638283.322304	282028530.055182	320861492.068478	307931043.664051	329173091.88576	405644273.364206	290656527.906114	364152093.896036	577496015.466004	282149736.371962	194907115.670781	206349617.248281	232964021.565085	455099233.168848	195223805.555849	278770776.863521	442506788.579217	326249483.912351	185609942.116735	250886533.851223	470893952.307797	341440047.387057	514139146.283953	215667900.544894	177512194.901229	286529089.296612	315624651.043815	385941064.787062	331615697.769752	245235136.451516	392646599.456792	160862102.457203	350877522.955983	202712226.720947	286358295.797562	311256209.384655	347168550.984446	179805905.136592	389593203.301603	341619303.710912	283003381.861682	231749691.181881	210891783.384469	0.0	146238748.148164	515703540.232189	250831810.905028	259553332.100722	401243909.939409	375788464.004088	453590333.631573	350768526.72239	184151217.207724	382876028.602652	0.0	180227871.011273
E7ERL8;Q9ULB1;Q9Y4C0;A0A0A0MR89;A0A0R4J2G7;A0A0U1RQC5;A0A0U1RRJ0;A0A1D5RMU6;Q9ULB1-2;Q9ULB1-3;Q9Y4C0-4;A0A0D9SFF4;A0A0U1RQP8;A0A0U1RRK7;H0YJL2	96205283.14048	185628324.415232	209539401.359473	143538290.806579	153596901.970304	126800186.088692	106627231.616355	81166826.971586	156944880.959015	99790466.608889	130416995.614602	104185011.774726	99093810.991652	161077450.215281	95373134.581136	102092818.511702	144664404.74858	89268939.200269	75796014.018713	112929737.612968	100420567.806183	169979047.922659	114487595.419061	97656810.516266	161793291.242249	145486074.19997	197794983.581349	168451754.834267	81773011.593314	79643992.228729	91671609.846431	122814349.579624	110997625.716794	197817473.814471	64009775.752885	131656694.079593	93778337.45302	122522431.824005	125122089.504369	101899718.315591	100865511.288407	63617810.163166	86906948.498134	103620571.709551	100379817.726754	115790910.851389	80395107.874347	190811090.576488	0.0	110211947.918833	212545161.597143	81376671.259569	101102354.663239	138604387.275258	82536458.007226	102332408.448581	106902617.179441	185643786.15729	118224918.102558	0.0	75993982.265561
E9PG40;P05067;P05067-11;P05067-7;P05067-8;P05067-9;H7C0V9	177879943.576421	193708314.173528	229489021.472744	196086048.35253	207648543.283279	131316927.518481	204212219.598785	179029864.702729	323013176.096262	164859718.343137	308254201.249544	188557754.471744	128171200.047593	308438869.742763	194042295.62327	193130399.669065	137555534.625651	140372425.689193	380056540.773498	176502036.249601	170926752.519185	407499444.736452	295404640.072407	217130522.599607	211133758.251127	210738873.806002	146610307.828351	199216470.219004	90521753.648412	103067701.105695	176321283.673979	210488828.46985	195959061.823083	125560470.254464	179138064.994333	280898184.496302	176514637.525664	163620736.935062	141907735.0731	248180172.507995	204629499.915309	159432824.089265	143668619.39357	187495553.488974	334545980.662227	159096770.867782	237534070.206969	207882571.72774	0.0	103607074.077095	275328294.018346	126460412.855478	174935096.596424	307260606.391082	228276506.91945	169840778.546504	297728896.282223	124857938.377341	149452097.940453	0.0	118401587.843891
E9PG40;P05067;P05067-2;P05067-4;A0A0A0MRG2;P05067-10;P05067-11;P05067-3;P05067-5;P05067-6;P05067-7;P05067-8;P05067-9;H7C0V9	6885787283.259683	621786045.331158	14920915591.796116	11112359419.841068	7296620060.124915	11712437942.548868	8962025681.820864	1454645249.121609	20424123212.258904	11987862988.327503	947815903.277616	539111918.21181	2608608751.344532	2047497853.734954	13788335226.405922	11076658137.085903	8719304391.622097	7128214457.650696	760643391.382521	9005853299.693775	1380871294.985284	1249128349.70175	1198921080.15741	1431556515.15733	7496208776.178164	1560863417.306439	8573378466.393046	10695675002.541985	1097331671.479441	7839714840.254804	5195954436.462446	8673040662.2859	10766412258.00922	8746945088.636627	1215069691.69036	11851551485.300997	8040881162.620637	777679635.084205	8772237586.452953	579464515.106149	14839961269.943989	975580860.469307	675458837.490209	7264432809.036303	11996678179.486216	1099738204.094565	964013503.580837	10405945726.240305	10419216337.049685	1369446665.321053	2163735666.463702	3028183000.783894	9111145107.797417	14083704796.225817	5802679102.875412	9376568213.096457	13436147695.141651	12431314908.260069	10724447060.835546	0.0	568727299.161425
E9PG40;P05067;P05067-4;A0A0A0MRG2;P05067-10;P05067-11;P05067-3;P05067-5;P05067-6;P05067-7;P05067-8;P05067-9	3098611403.474884	2364946359.072544	3870991123.822831	3273253432.816051	2222802107.419186	3559672885.013059	2661755091.463589	3015906626.495068	2361309757.729251	3065123787.769921	2286742705.055688	2959291528.505716	4116139034.168065	4254716979.071151	2908841830.344086	1771903137.852488	1537786111.680029	2800974817.44559	2800049196.897235	2107875895.961377	1979410320.462887	2659465184.979699	2855308448.482325	1503219917.88136	2010452428.328026	2399365386.09129	2926307395.207931	5212648789.023313	2576776992.901412	2086893563.837179	1672594636.092885	2459726104.136991	108208008.131649	2809192906.4119	2005636655.85441	3519345470.63015	1174152917.502569	5023719299.981986	1915385712.413369	3019110088.147141	3006046362.855436	2743645840.59518	1913333133.625713	1958121792.465659	3233151674.669746	2303348912.360617	2317430133.889793	2155584971.94435	3129902437.887125	1077568796.638497	3489983637.478936	2839208646.226391	2266417620.748332	71413203.75258	4135787279.707738	3159399393.918543	2850314816.712355	4401613399.899494	2517478182.277825	0.0	1661172683.78953
E9PG40;P05067;P05067-4;A0A0A0MRG2;P05067-10;P05067-11;P05067-3;P05067-5;P05067-6;P05067-7;P05067-8;P05067-9;H7C0V9	2817506948.906155	5389676717.383591	6006573383.518984	9017131291.240965	6065425667.842753	6882625707.124113	4238442782.638645	3722950149.854678	12633893772.40081	3816078449.274712	9683035342.46603	2664794762.68296	5055642712.487021	6479758694.769809	9870737474.318735	6443068915.422217	3805568795.213883	3556038238.884626	7453957068.862461	4274570563.23807	5774246268.383645	10924745839.125292	10079639851.68964	5995830710.908213	5812435006.665269	5555699532.534198	7259609578.082241	6584693468.883159	2980558263.025614	2798525502.833266	4006870294.01195	7386864697.496248	6839123354.939059	6948527225.756727	3132871950.25147	5263543280.646264	4687544269.709339	4478345531.657211	4468758351.769022	4052301951.006091	8575562117.843969	5411467823.000944	4408807722.850671	4397729520.767363	7562360707.694992	6721997442.563582	4727987649.689624	8859612319.301428	8636489968.889603	2911955772.040467	6097747611.764543	2085421554.542283	6881843208.724649	6798933461.920318	4021608145.814003	3643001613.717268	8771154773.121185	7011350966.432957	6172881978.533788	0.0	3857163640.880452
E9PG40;P05067;P05067-4;A0A0A0MRG2;P05067-10;P05067-11;P05067-3;P05067-5;P05067-6;P05067-7;P05067-8;P05067-9;H7C0V9;H7C2L2	1637876322.381425	3000108007.883005	5368385093.606447	4319381312.02623	2917890586.845476	2493395114.819603	3324134870.990413	1701853801.771553	9848864298.32512	2557585024.546721	5813595584.230102	1745807076.618793	3796824567.648369	3998773573.881007	5038367691.781818	4372221732.769141	2497185615.494512	2210602752.319396	4135089103.228952	2406492006.421729	3804814254.230049	7200623030.210419	5868298970.071456	4268155588.708869	2681156578.360351	4023634454.461726	5008276503.842114	4446052688.97417	2457256849.509431	2329500098.624941	1823724926.789323	5550905392.385571	2979699409.276859	4983461925.141971	2986980387.982369	4548655458.8803	2722595445.338972	3430070891.559971	2955082046.93081	3742942783.57526	6446264155.147763	4904284539.769464	3148800641.536731	1964849398.824678	6729947218.36527	4975094970.684266	3406413148.840744	6574611702.78147	0.0	2044280861.37604	4589769095.496751	1679393327.636214	4313965408.918968	3719176947.998534	1731786667.905849	2642272520.904201	6081541158.648481	4393748732.028746	3019722048.037295	0.0	2703188208.653534
E9PG40;P05067;P05067-4;A0A0A0MRG2;P05067-10;P05067-11;P05067-6;P05067-8	0.0	513631784.334903	231083704.366878	435231158.770865	463391064.190621	426461736.794256	84778019.017763	35651835.592311	426187811.353996	226566868.066509	507863893.494257	69408126.760484	221587759.430775	326729563.401353	388107598.75848	250436573.325111	178315503.673108	255449876.28805	313104890.253162	261225095.746513	263986573.181878	266181143.035212	478240945.78984	234328174.218168	196578662.643436	416979953.457007	409877282.742523	388547580.410389	199746787.665991	212264713.859064	134070716.024281	399491990.855723	193454392.191658	428187104.634144	194015576.694609	318484715.205935	163755308.016241	170985028.757124	379471040.911631	91214063.655486	413085284.202373	0.0	324699633.970537	375933669.882568	317394355.923844	128874285.706404	93247998.744726	415495804.027855	0.0	0.0	369525279.812919	115007381.094581	265398940.722713	301248754.400261	270716774.815895	261561691.821745	426442567.559725	389689128.603358	415523820.084269	0.0	127879371.056488
