pg	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA10	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB10R1	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE10	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD10	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB10R2	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC10	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB09	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC09	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE09	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA09	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampled09
A0A024R6N5;A0A0G2JRN3	0.000000	52488543.189649	306331070.519955	155801578.780692	258506667.381823	11026394.653624	0.000000	152859262.834411	600192297.031409	475297619.279146	47910190.774829	40134879.337635	1007013172.015387	2449366.244429	661389658.113810	442085567.538615	17803623.994710	5472038.523173	5683656.211408	185524726.379928	1234455883.501321	0.000000	25383376.071108	40887897.562632	23485805.677282	151499213.213074	0.000000	19185117.931523	9646048.316517	331962956.469152	14745790.702368	612313946.783676	17635726.022498	0.000000	691797759.048940	264047461.246387	27565875.952629	1247891627.500578	884021523.535107	30785154.204851	175301192.965506	1017298057.852277	38702612758.514931	130497497.321293	0.000000	10563615595.921064	20090747.083865	167938255.535880	19203969922.021404	714430800.696554	10599554925.035652	0.000000	395496229.036850	643034814.790101	340957225.343509	493862027.600412	0.000000	200632207.607538	25873576.388334	0.000000	2850723377.740712
A0A075B6H7	20983746.044214	15586759.148238	7633061.148735	14422273.330480	46279526.047573	9337874.948815	7351262.090722	36523407.136182	36724007.490385	14976336.211370	30393138.744166	16068994.459524	25878789.152360	11522758.270541	18843506.831100	69559775.221822	32833687.677298	66812641.535829	25931874.693752	74382315.588824	45950668.529910	13529341.613813	25900215.766868	58859800.773231	23430892.129962	8342288.504636	28036195.580685	10269185.125877	78915137.705788	36309642.546233	6283642.573843	32656971.277837	15149989.651829	28258391.974013	82438649.276665	7434230.607049	45798559.463543	24611504.118413	48216300.820122	28352470.432405	39618357.569597	36579752.756176	84101601.638321	46956422.588618	40024895.021858	25835989.085822	44798944.993309	91593486.055897	0.000000	75533036.898531	16298959.140899	48267707.065388	39366280.138041	10578408.620333	16625455.645951	18675305.470123	17282404.947270	10858330.351584	43356615.957257	0.000000	49353463.810373
A0A075B6H9	1603785682.758090	1264442938.771812	985900614.074000	355841086.478039	1224893995.652514	1380599475.087081	222065432.858338	1752544535.254212	616136533.113502	586234738.147130	548121415.721940	1039634926.048498	1929666943.702519	622101867.874385	1888922408.706082	2317058680.405854	1254435913.074006	1067944177.552632	334960941.664873	1247753611.340005	941782915.388808	1079781729.466478	704324091.189310	1961800668.680578	1213114806.398131	569763677.379763	645544498.031547	390926935.388606	134220182.920028	1673604951.971680	654204924.641211	887997542.621856	692162179.047063	586933470.050066	2207937362.534248	233753205.629375	2143101199.168907	278193477.964268	1388942262.498730	30747868.499688	1185517352.630300	1408968540.625990	3341037942.545104	684882760.148734	1327160927.422882	891121161.923806	1110769045.977961	1565261082.123688	0.000000	2181654250.190480	1221388163.849756	2199098687.941841	974996880.600715	1534410361.043420	730147520.182564	1563775965.140445	549141230.587645	117767696.776786	483190996.223487	0.000000	1391980958.308482
A0A075B6I0	1234307627.375402	1017131505.216536	648213481.630571	1124132738.772619	873871467.793832	1393962189.014303	748077360.875479	194254680.157746	923316923.067130	673610978.254042	141493797.920993	233479191.496404	1298888846.950171	0.000000	437839551.667325	1335694238.642260	437888178.270767	1942212870.617412	267033987.773932	0.000000	724751994.178439	0.000000	155631768.613551	881661663.611458	509792945.365139	407150721.655958	160242893.551188	608776992.150947	1944077950.475577	2666392167.053013	612932049.672810	413732731.732966	133389255.089707	127553758.443330	739406881.742688	238925684.595467	253432755.065727	320909773.021726	388804814.373207	1029571689.115826	655975024.113702	583023110.531537	3042657666.366564	446246079.527171	808863643.417426	13245874.710550	336695967.675628	1032526937.314355	0.000000	1475294866.199101	576401296.093646	519133298.203364	662728111.132949	592741290.318926	696145831.074054	1052503135.561135	403047215.259114	284477926.358568	748861069.502883	0.000000	217147871.633719
A0A075B6I1	99818105.142320	143841949.181096	54237006.758680	87516708.246898	84600906.962547	179326209.182231	76203897.935400	14513882.909782	143865151.743980	101625190.076602	184242628.307353	44972303.373423	30100080.974570	146074381.434429	11183495.169890	124196604.089579	103324740.420065	119144950.788965	56131530.817012	174055225.755018	202640514.793903	121492112.105910	13047571.837109	186444758.488523	183681297.283529	144377701.366415	76379096.809097	9833926.837288	344028423.560264	251457813.905818	90569397.150696	72530181.293326	14491258.229535	63093259.031034	159888763.239382	13968689.907352	330112864.131595	5995378.527226	207598035.989085	22734616.358123	79950723.411293	55596813.607677	405853680.180127	67271175.492195	71529344.512566	136219404.440424	25001418.521544	308359362.318501	0.000000	628357004.275334	27439621.727647	350288591.113748	45908487.389741	24025910.896853	212830417.641582	81612568.070310	12073043.927756	78087086.649506	2824593.079508	0.000000	290604414.628638
A0A075B6J9	20895171.887569	10126403.429604	0.000000	5883673.282869	16575361.017253	17971762.261007	15366893.120996	10112142.035637	46881952.777485	35494814.046974	0.000000	36021541.829114	16549654.121114	13274690.289325	32191887.163495	61988397.537698	100497545.304315	42386447.395037	8664224.112729	68137993.647533	23225809.927798	23302363.605093	10292147.997519	47685658.674961	11206823.080708	22122079.070672	7422244.146546	27806534.611880	66161431.176607	0.000000	126120992.313633	0.000000	9887181.910886	10206402.241899	13548950.178323	10643549.248184	41504468.575784	31519745.132503	36795616.708019	28550680.975235	12327954.444567	18341125.383374	65529348.310937	13681123.707077	10741229.175873	12417939.091839	49117208.034138	34203892.858136	0.000000	39158103.866238	40126541.145989	117243775.976032	45714078.689232	0.000000	10076976.027211	26534642.575095	7166064.451571	15200034.786184	15898788.657246	0.000000	16393169.983257
A0A075B6K4	51317457.613623	35296731.932853	49502164.660803	0.000000	103553832.429044	244742682.925331	22011774.552966	168816868.998760	156697884.073339	56415298.153733	72566744.743132	25325751.745243	57578118.085203	72325764.345186	97209399.252991	39214889.242864	35792779.599108	189308154.045996	16333636.189225	107678180.206042	0.000000	56871204.899353	15622130.725973	293145887.309147	103361658.374711	0.000000	27762494.712118	45541559.376367	205110591.154224	82348841.730160	75445465.592084	22681604.188184	29725270.052569	33893117.942000	109145842.949673	39738041.987391	30992358.397745	34185677.914099	59319112.585836	40990026.122740	66800590.036454	76807861.012937	22564956.867149	93667151.247929	23850966.102404	51513020.636523	39366360.930223	0.000000	0.000000	107294497.594870	167821493.866631	99491653.879354	48157598.455884	29946675.752209	0.000000	0.000000	24864595.255760	32268120.846591	141900832.465134	0.000000	95273282.240133
A0A075B6K5	113541227.513557	37610734.374986	82031979.250002	43176460.231096	107175968.712325	104831443.919334	30911864.949821	77285073.759639	270169129.252901	122069978.448039	63754094.346419	102793110.390520	185637067.675344	64405146.243916	148356202.350837	312981689.884612	251873102.268749	140411433.025601	42196124.774588	196872121.710382	140549241.192110	123355355.741794	24246859.834027	183571848.164953	56412907.902272	43005324.620199	65441995.560094	28802800.605969	332391525.992089	393849410.332930	70645463.194585	42526551.390805	40848772.624810	65224588.871322	92489878.341188	47652952.487036	80564776.599722	198382299.257858	196911688.151698	84354211.818966	248389320.444104	240803882.723469	194131375.666461	102228777.451457	116945776.846115	97254770.512204	155577607.524688	125807748.093805	0.000000	601720834.625543	86964373.134712	443881703.708908	125401237.608396	36133870.863923	138279440.024345	97114849.886364	48598078.321187	167306200.930035	24301384.406906	0.000000	257852633.460293
A0A075B6R9;A0A0C4DH68	1029332683.496072	351416135.522602	352504977.988664	579988989.640356	1573702466.075976	362582250.845685	575233801.451401	718262175.657022	527168932.315345	820282517.066136	376120584.960656	587467739.249745	371048248.340707	715453082.779349	1608553314.402398	1352210112.687899	1032601188.059441	986612813.394950	321805114.654380	1509445196.014227	421915856.185625	1406638676.672698	404169049.502694	443947825.947064	941087413.885174	236024855.655416	391850680.082963	381422585.605181	4929654065.439799	1442057827.527294	1525676222.964506	1649617074.129451	199394020.547120	371106138.109209	777381835.602901	370124217.878879	989000093.520970	437989148.485448	1208378681.964265	1320269611.014090	528332039.153834	517298817.742175	3119929145.954379	277421160.629547	671059364.867037	1124430596.735335	897144227.341841	1473147799.317432	0.000000	1518895873.107625	207688854.613076	1212755931.868734	558889290.653684	335538110.841405	602732523.095953	625761208.961627	676397411.905545	1267940262.651635	668421624.511079	0.000000	1409445870.724329
A0A075B6S2	100555264.854864	31028527.370385	19195625.067643	7800696.000705	23601350.713594	22637034.103433	10611209.948959	130028058.265276	98485299.733572	20720358.914025	40948493.513105	90236705.626436	13480006.382474	10975158.832854	132210999.757820	141691848.497079	64990825.879470	123489689.957416	24003890.131415	45959828.369024	45379296.807207	13227936.781903	41162839.223295	128627397.737229	28004772.561186	8831514.879058	42032779.018391	45451107.296073	165726715.395223	0.000000	48690960.960588	64842263.851721	33969792.918364	37133073.312007	77554907.570970	16675640.609154	159505859.609274	61559738.518322	20931372.485132	39280694.767330	77576750.233799	122781698.987097	146305231.432612	40099351.372800	84291142.633883	76926681.135183	73367634.232882	70535456.354296	0.000000	174144399.435037	18835007.703268	101785928.952959	67399404.862710	21103704.801980	85479921.546942	898093119.098829	26866292.081665	7316287.160568	53859893.508632	0.000000	97003630.242888
A0A075B6S2;A2NJV5	148632823.293935	71964554.505419	36653894.345234	17922339.825443	74350512.824214	275206811.144328	38643508.935036	180175829.682320	163884898.897363	92714044.578960	31952194.835190	103027809.101417	42939480.270899	36802966.212111	429189894.003568	229201936.589626	160535889.197379	171485418.525998	26731366.615117	159829626.214500	66433063.267978	257467372.672442	101131183.896418	192902824.722206	39903665.225562	29894182.785254	78416816.116775	71726996.278181	219023633.336706	23434006.525555	39867807.557588	136844346.118412	105866981.526567	78041488.688269	81242799.623980	31734962.021939	69786606.316401	75722562.420530	514580860.626954	52707582.573348	294542864.220002	93814752.089923	261259753.095737	162049675.129271	139910379.213709	113538679.688443	274112368.557427	87798806.010180	0.000000	402974088.207919	357994496.806261	1150369290.802623	272900302.655958	71178812.889118	137518474.316516	2020912906.502251	63671969.142511	83838223.688820	286117449.170345	0.000000	130529229.913865
A0A075B6S5;A0A087WSZ0;A0A0C4DH67;A0A0C4DH69;A0A0G2JQJ0	814086500.467586	298353339.282802	290048146.779662	394620063.151218	365965891.900233	534167059.843137	388490005.742125	907129246.158047	1850285657.549580	667129952.625448	170574760.110561	508309188.971376	1824375032.563847	249262590.622210	706365493.776207	1247559188.926677	745799496.861511	1571147393.700094	260420584.412472	967427826.224759	485746683.155061	660391378.755811	494298026.532821	1346624196.617438	591927888.199643	615818223.045605	216721199.484548	338680120.297793	1892179517.356451	992724301.542039	799569300.489686	486308284.004380	284458865.350152	219812833.208493	1306070004.525914	311805690.972917	1085825890.147640	464461909.068516	1371177201.169733	1445900595.440009	499502245.090701	633658352.790736	1159425910.710265	335460456.197253	788387059.207301	660313678.688537	1173155021.355628	703758291.315676	0.000000	3755372008.722871	536033997.747488	2291405915.830637	381827691.250301	464107122.181018	785137611.800820	266550522.320205	410209546.227961	271469751.620080	488069249.501774	0.000000	1287438182.406586
A0A075B7B8	26310106.238138	14813340.163748	12507972.122796	3238017.840044	13347727.089380	9603510.447370	15803337.490800	26041287.710769	9368166.066197	10806354.322108	8948515.755997	12786018.768962	17637242.734208	8771714.702878	17182019.213312	19207300.220761	7608273.184556	10366055.866015	14754645.037420	18079866.326930	16630108.900564	14693851.132930	11356828.147968	11391670.220143	13699933.234382	8022457.225658	7955136.867059	9791897.409096	46185560.374511	9740547.845858	26814197.255608	10985261.107299	10783091.923820	8162544.859053	34420647.567015	4271047.215137	19133521.921713	8811256.042476	44762870.659350	24665337.959098	13303472.171417	21449572.231600	44911896.190198	12472452.733846	19908334.136086	19105287.233206	14532533.179548	16412062.513733	0.000000	31883713.725950	7833072.994370	71720751.401206	13542560.563053	9465234.490450	18124715.914404	17984316.843250	13354840.593841	7830235.992507	11259130.649802	0.000000	16231473.270406
A0A075B7D0	537079070.856875	498509526.677534	110204293.524155	179955817.645628	981846666.377654	843849756.701481	747251561.249526	1001796831.004985	777910460.840799	979446870.257146	452166159.656880	933807581.628712	242898146.807657	48098919.222147	643949976.304370	517892909.057898	2555387540.464900	209948543.352741	790485138.263356	122859897.144588	828009964.194656	801635666.075856	176062023.281179	1839719551.815277	566615739.872089	732915834.598048	69974874.614145	292541835.817737	2561858617.872631	1420295407.399263	1158041424.859514	179966286.200719	708314588.059723	59977407.567893	1529172097.186378	105402875.600587	2115992980.206558	1040992939.639725	190055405.167314	1581678999.110316	1197087731.301457	939539892.200986	3733912046.881715	1805351100.846576	1120132470.183300	1429083997.022075	1036439220.672371	2321051725.001222	0.000000	2554080430.322945	668093121.971689	1157773528.107459	153197273.539061	105466438.509283	942436050.182698	1992454340.975568	82412642.335777	148429544.650540	188442867.959893	0.000000	862006223.156783
A0A087WSX0;A0A0G2JS06;A0A0G2JSC0	15563047.588787	106982299.453206	14913632.327366	23978569.378348	31511203.353353	64900214.553909	38417230.560841	76538619.389130	51648036.831014	17529768.664314	15300218.194268	36362555.525657	23721934.680411	18714466.968069	44418402.661190	50891194.625789	19689346.367068	38786718.540149	15316733.157401	79220527.610498	37767739.723843	38768570.061696	19637119.959464	27493550.497736	39434855.063598	21262852.757568	18158384.943387	16043552.357007	93372135.361851	32134099.701388	52834763.397534	8820181.292778	12665084.352300	19205923.578053	24098382.096358	7435394.986939	52218661.822957	38030994.234877	58511241.010003	49093316.733374	32238779.579147	38464545.532207	68410588.772869	19903407.209962	39081507.310792	39331293.239948	29321447.179246	55140341.269665	0.000000	51856718.885329	16460406.863376	128659660.414150	39606441.149569	48314023.331612	37844262.607819	29570909.170481	8752239.562794	53415251.179041	18994667.572304	0.000000	25083264.806209
A0A087WSX0;A0A0G2JSC0	11187458.373734	47789028.810707	0.000000	34716323.107836	108510589.525024	22349077.639514	49145845.454714	73737695.749449	184323515.606907	34942828.748682	34282887.401026	40036979.866332	48876746.154471	0.000000	87552005.044690	88851709.035832	97188426.323721	9448501.796811	12969183.474289	29864587.847986	36120394.120913	106629975.668987	19231964.721664	61384971.955624	28276156.251686	25070662.624834	21781481.765090	35922283.558921	212800875.337050	59293300.303357	119657512.430457	12069102.108938	59194454.491653	26530604.305658	30192106.937516	9562457.453617	146493281.299680	128370799.813625	66942291.114639	79305396.603001	50719303.462549	102541302.975325	143702242.596019	31352458.096698	130904556.546562	40173033.571160	53611428.563801	55803520.093813	0.000000	82352411.883515	9037933.552097	145266481.261954	31503159.177470	57760551.767610	63183410.485936	41804593.919570	39171508.227285	13972734.922370	29486853.017686	0.000000	17749469.049950
A0A087WSY6	452367423.324146	187015178.059400	298308316.202707	165583085.955878	491653133.201069	531153620.823896	319974852.452709	752112664.384767	206720144.540040	744782487.885840	439767999.668202	403995305.806054	1452792656.836301	622644092.014031	412435770.362478	771607640.944092	1898880253.667991	1277941433.017407	387877158.782252	391135782.073724	451560161.488515	232836538.152112	381820042.798712	882403504.481122	508309759.199336	349291831.735810	220430326.518864	648780339.379774	1009391521.943146	1105798956.446504	1227185936.912380	542100211.053972	350400496.718756	231279851.193760	1093077732.834327	235993895.325050	626760373.482920	1093317650.559946	725179625.737326	1249982557.147643	443734688.946403	1258718675.353658	542547614.023780	557358023.814017	744776579.966901	356011420.266212	2059658417.140217	776944931.042943	0.000000	1650124814.839486	850098673.172188	3120369600.205325	648843814.888196	409245257.009748	836614402.197000	898314207.978352	610781269.746694	276658876.643965	376246300.644110	0.000000	692771879.007895
A0A087WYL5;Q6UXD5-3;Q6UXD5-5;Q6UXD5-6	24919404.307792	54299977.626929	51100842.634998	36169120.537631	37878228.373554	35706262.466251	32413728.585703	36233924.405400	32166299.909357	32611540.744272	49618628.927807	26531996.116334	30698479.059424	44149531.752267	21486564.367801	20853901.166182	20014115.053292	18268103.235825	42808797.850836	14195928.447613	32983746.628509	49538138.140080	37049379.377319	17985371.362231	15460009.962967	58409031.848309	54045939.740092	41696665.383394	23312611.090344	20086109.940576	22669357.048161	24025678.400112	53281353.880227	23859401.690748	16040425.439335	73378135.896544	13295970.293885	41796728.784501	17495422.783659	18197307.018690	52633943.458485	46863334.614014	21927817.277955	37213931.372963	30988731.216994	35598088.206034	25549813.293184	16694241.834064	0.000000	0.000000	48652369.169911	16208407.086015	30404392.722753	42751051.939811	37055600.613113	44582579.498965	36309355.654991	40364781.036062	38595284.582316	0.000000	30510980.143418
A0A087X0M8;H7C0J0	41597321.709775	33609157.560460	36670385.001146	34524243.390049	43461453.233070	26907774.670551	23079993.988900	34624256.129501	21424124.239094	33141181.613545	34238335.692629	35960792.125744	33585482.703047	31644141.122176	24076927.544592	19809853.294704	16675067.213810	28807494.293494	36457109.723816	19214718.603062	57033405.733327	31384988.982819	29815290.829050	15273546.473549	26776826.094461	28912420.372402	28450087.421697	33441395.832037	16294063.102536	20273040.332860	30458212.866614	26668118.702158	40375868.179257	29051623.433859	20579324.292344	25521715.776179	22270956.312678	25946989.865693	21903963.551139	25456946.784673	35721736.798105	31180020.631719	28942671.640209	40840686.190203	25647102.817416	23239702.150736	25642966.454241	22606468.257732	0.000000	16314368.257199	36641501.743012	21139196.081530	57883430.095325	29537318.195638	28990349.964329	27210564.393098	21895625.048672	24598516.822285	38468934.166143	0.000000	23665809.499909
A0A0A0MR89;A0A0U1RQC5;A0A0U1RRJ0;A0A7I2V2B1;Q9HDB5-3;Q9HDB5-4;Q9Y4C0-4;A0A0C4DGK4;A0A7I2YQT0	107611755.778371	125093132.651203	222202534.323561	185732637.557903	93178201.470116	181926823.733565	99671922.469094	44082620.806801	158761313.363496	0.000000	150994951.835369	148884812.147414	142798387.399631	200164105.470095	147363025.302663	79440709.097450	103252020.265405	85878310.812431	67897387.039519	112793944.579831	152341209.596020	97318991.205414	85576152.852718	91031986.073004	100050301.977545	239455058.035672	113054761.562633	215603994.608240	76686737.158344	97047890.910804	87591654.339829	167168964.871071	119563970.453420	114512107.907012	63344287.904343	178229623.760643	89855996.399334	110052211.587992	116109139.146579	89206638.067918	128315223.953685	77076334.049311	86083490.580163	71210558.989328	81893851.986140	80758895.310147	89630448.341813	112855847.134242	0.000000	104854356.728792	178042629.614584	109293886.508013	153524207.174808	112593256.176154	117936257.695033	185823268.412304	152149390.305304	183617311.659352	145456635.168468	0.000000	59272723.689908
A0A0A0MS15	522270681.742132	443798231.902055	164529824.380891	286962505.756881	539264025.818108	261984974.921042	627596437.343336	1505455456.685832	1101503796.038962	256698125.045624	266737414.340542	350996892.130915	686357798.773460	127731197.413450	854538710.878437	1436008020.588158	1124348960.145169	2105795317.805769	326280230.568998	681322059.555461	441195515.172477	480435557.566979	283184634.101534	1317742955.720655	897980908.618462	531810822.276773	89273704.254633	392031565.761682	1095035186.811743	561970127.354647	687193128.791111	322129505.922173	486178528.537027	123978563.006919	1011671141.479300	345611641.596433	1425843482.273173	943612864.974330	1451178836.546093	1114813771.266505	511928186.016414	887731422.838491	641569679.336995	643806036.089036	349562225.016552	1000450649.966222	1079124239.700677	451386652.505943	0.000000	3509991951.812914	341444688.224359	1276288969.259834	1039709545.841141	216023829.554711	425609014.034235	189184731.590505	359861632.891836	388001434.323125	248606726.282477	0.000000	462810688.846679
A0A0A0MT36;A0A0C4DH26	7854117.952335	33187103.787029	6828198.093885	5104332.373617	12385191.064259	80107607.733842	19172959.548748	11163121.386635	10277730.001552	43073869.053259	6203305.276866	15889220.448683	23575820.625202	14587132.345333	34298925.871788	26105660.507452	12763681.785482	23330126.961370	5974543.021522	18415028.848381	52898132.928989	93977445.330967	93398761.372162	33316349.613912	15504695.311146	15250047.394074	8767314.181249	10855647.927678	46700615.502518	0.000000	0.000000	17659652.387713	141408772.618796	3337044.035457	15003984.822254	11146633.610839	24952902.388737	41005612.908385	145198083.516229	5738233.009233	67865555.784743	30515744.265995	35694561.781248	81457319.032875	10854499.831388	12951479.692630	32534460.566661	9217611.380958	0.000000	328313473.084897	6047591.606170	375536734.347627	16562429.309402	1832141.460550	36064125.559171	12463707.239877	13846670.636870	18228973.361775	4844185.834507	0.000000	104416153.675076
A0A0A0MT89	149613704.075798	203079137.805679	227745194.126451	69327387.522614	330723326.225498	251119100.655137	71136410.412900	220872236.466796	181777280.164829	194877956.424530	153730562.462018	178685210.437026	215834146.621810	77758090.664283	137973434.887783	237253630.307047	128489054.256628	394920533.171835	67599214.446084	337054058.702794	146963202.857529	241403240.093945	106306014.505011	1065059105.244940	191343590.480519	75233134.836054	99161293.869677	177044811.570547	588856234.877264	322610490.540241	209182320.961901	158794479.003117	100000578.687379	98579748.608951	417428172.285452	66204510.036705	226823902.739031	154006000.042301	688521349.918418	203104108.493316	145136799.595879	186456210.992854	396060906.905455	184846838.671053	292520742.129753	208921968.902107	262196532.708042	298631831.584771	0.000000	819229771.368755	197357697.852300	783406779.941797	116143067.864442	238319976.955422	222333885.919387	416369373.847646	82242353.056723	1490423564.445353	150892178.194024	0.000000	389515863.574408
A0A0B4J1U7	200653546.864862	101543229.409462	38732125.055729	76289150.220911	62973567.598310	71717280.780365	46349027.399065	119395783.252839	274153880.447499	88438914.826846	67608444.192313	86365544.172337	62632397.558647	32500624.859112	219964575.694474	134544259.160862	91350057.844989	143622798.930068	90845184.152597	278102319.387334	177902221.617141	107764557.841096	34030670.076516	190320608.089088	72049904.017472	43695614.231094	48307930.798208	65950492.851965	230678308.382430	62958999.540672	94600597.237571	131761727.431435	24230662.998817	49950489.378690	255832764.677943	59264124.936829	63372035.789372	60219881.573900	623407752.027647	166057958.549217	18827870.034546	188693596.482837	158584526.160157	89824195.781188	187131699.034508	68770559.326853	826736425.762136	163700735.009453	0.000000	232101724.382446	60673797.517131	193687501.189437	167900392.082316	34316431.531948	61137681.674313	61599492.927464	67975012.148827	62573964.769704	159199601.449378	0.000000	161887690.879637
