pg	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA10	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB10R1	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE10	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD10	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB10R2	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC10	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA06	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD05	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB09	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE07	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleD02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA01	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC09	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE08	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA02	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE12	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleE09	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC11	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleB04	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleC03	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampleA09	20180618_QX0_JaBa_SA_LC12_5_CSF1_1_8-1xD1xS1fM1_sampled09
P04179;F5GYZ5;F5H4R2;F5GXZ9;F5H3C5;G5E9P6;G8JLJ2;P04179-2;P04179-3;P04179-4	148047395.913591	128506488.354165	132449047.742269	126442705.690315	119410678.358854	147795120.027645	79563013.877543	71121423.056027	124713597.996411	89666670.866412	135177271.731219	115403270.836521	73733804.489489	161258681.671882	141719325.171054	90067776.336771	162145875.865568	88421770.534326	106950193.206998	147956996.489147	166062208.152419	95301107.316242	98117724.421604	74572788.443674	63917055.088639	155436555.714837	121974301.926471	171583591.212440	66636602.496922	82648440.990240	111152338.522887	87599021.854864	94581883.341129	72061655.333913	79052811.275259	243265823.109502	84170614.298638	102015042.078616	90730480.030225	104150107.157944	139988624.925664	80419828.843521	69008393.451011	205265725.807155	97247303.354017	182597092.026762	75789154.949988	76038357.426369	0.000000	69971551.911304	111403762.637984	89502280.015774	135764368.341148	125694849.863411	95485237.741807	127023602.335097	87301427.563090	166443778.437850	85820269.514565	0.000000	107818761.870801
P04179;F5GYZ5;F5H4R2;F5GXZ9;G5E9P6;P04179-2;P04179-3	94949664.542252	61864400.889873	100241371.863766	89451946.108608	47885893.585122	113296726.429835	67111951.922972	68303629.886407	63276667.884527	86292255.046891	82263789.893553	70878917.373158	66203296.057857	102455062.908289	57966764.135582	35264752.115511	53440784.182479	64543953.621505	84843360.125819	62589094.358577	84113158.639461	0.000000	66562949.410760	41639258.628423	77084499.258733	153612956.179846	37132836.178160	167854640.680251	83693414.406373	50694873.927188	0.000000	43505844.677216	133569104.483921	93558287.097788	39978775.476112	164661189.769164	0.000000	71548316.266090	60863631.407455	56058154.730343	71414310.288912	51725696.448760	39067325.515838	112210324.129235	104049571.054000	60111055.647191	0.000000	39264919.430743	0.000000	33330395.235443	77605695.559211	47350970.077524	79741350.218905	90283980.863716	62318517.770670	86781806.858848	77839051.254938	134621989.618059	73146249.334790	0.000000	54664872.543354
P04179;F5GYZ5;F5H4R2;F5H3C5;G8JLJ2;P04179-2;P04179-4	416224109.267249	338230764.225489	331779660.978425	383814587.631980	464403435.882912	316297559.451698	210402167.337456	238436603.458321	256934985.872652	210239780.451680	408825572.775115	287284258.152125	232051649.471623	362568203.715364	291519296.767480	209752816.763782	299686285.416876	331289189.021926	242210467.447283	284207295.280642	331058887.104596	262615980.941875	367151152.691742	200612378.540917	216311794.995346	310826030.594379	389736879.914503	374200461.924141	256078367.942793	231146550.050064	307069141.254964	318424374.477823	331532800.208747	369957244.571890	201575324.581526	535811355.934506	200014924.003124	310658825.118288	218034210.654524	223532289.431725	392696901.065402	318334297.421235	329875757.664523	492627748.458715	262711130.312606	320950117.626228	209092753.798203	302318290.742622	0.000000	279468178.394616	251407460.970275	182179559.524122	311658876.437890	334687775.189483	184273205.944059	334586019.851472	339536767.692066	358168870.207820	357439437.648269	0.000000	220289298.742848
P04180	236026439.868623	79682578.414591	192065520.535771	173926847.561205	260555634.867169	206638526.688928	153816648.582200	266805481.883830	192355467.255746	330472202.393246	237433568.737860	164403274.975966	238236006.170070	137407926.967766	157131812.027940	138277930.484865	320776779.564983	130745416.397212	163363715.005775	154534337.317935	216258146.465492	216621556.060068	121319230.482180	140928025.094458	189073211.350597	124794055.949584	175146588.893064	171181370.738554	189852465.245007	227598741.192427	176777112.220596	132839027.971553	341546720.805747	163573997.610529	123242347.805374	230324863.840531	100171198.993133	256253928.381026	212979572.919380	104139205.107220	149678288.694348	91687290.206145	218389454.305984	132353267.143980	112276554.425597	317526169.182372	294397540.599104	206021491.094928	0.000000	209047528.620167	271239487.621520	247075228.110472	236734592.381722	97182246.537161	133508074.323822	262997613.327166	195029881.658883	244656853.774024	201432367.851653	0.000000	127088075.312757
P04180;I3L0J6;J3QKT0;J3QSE5	263326402.024895	74737402.764921	198291508.749109	189563788.719124	230110899.550980	217788579.660311	260404459.598145	141841320.058480	208064294.619630	442698888.145141	273439402.765595	290437304.030476	288950132.516168	166011903.173405	288813022.295218	238506088.936906	264997516.936835	242959142.205159	258349720.473474	187245585.625555	299559286.425202	253085366.019685	277170435.861108	215931032.140475	286012964.068693	249874367.791803	213737795.865340	286274749.837855	264137065.392408	213015621.437526	218656404.975140	178834445.109172	328312666.148419	206568605.353281	286595119.841733	252359996.521849	260520850.142519	275361025.763114	275155415.745938	108868378.990829	201915500.775549	297421998.342373	187115170.951069	184279392.916831	236425573.874034	281057515.341126	336319806.802556	184688659.315328	0.000000	257830733.842047	257562607.770890	329878546.789870	323673602.226608	119959083.881140	158788277.082606	108014914.829647	313237826.716478	158739161.119864	275588285.111448	0.000000	132419954.028918
P04180;I3L1Q6;J3QSE5	350360650.964781	115903796.339475	303405415.589731	190628045.545869	157153144.348919	260917128.288291	183052348.388649	490024970.008026	217147053.094924	806645752.682128	221833316.280708	319398774.095516	724910252.944485	203966030.505057	321040112.349996	253840226.009089	280451629.197634	179123993.558482	279658916.755308	201425625.232572	275741596.822194	252555139.247261	266106457.544341	282365409.457241	334445852.616101	148836815.240353	219256102.887746	221670898.697177	179974990.641382	147360515.857113	155454126.976548	117370710.156428	432004635.909993	211588002.131719	315152626.274186	266990973.069387	300175231.990645	293232083.931189	262982551.557808	360363758.882095	210630126.866635	166609669.546174	133486485.806213	158699851.346164	264812131.972105	359082546.678065	420843870.814940	257277979.780642	0.000000	396125382.828143	297497767.224418	298761407.589420	345713402.270746	155939709.613222	444728989.153642	220883077.449812	285992419.796277	290403387.889439	314240225.423875	0.000000	257170177.879508
P04180;J3QKT0;J3QSE5	181935496.395850	277944557.598791	435230398.957943	247766282.843836	394128270.394085	462903465.543845	165113073.917363	129666715.312728	224958596.523697	643733362.300350	385343979.073422	166017303.450140	353785029.128648	315843336.581865	252018116.966762	203878124.118427	327611813.272126	273870153.475052	149038041.071534	289116969.364430	280491282.090233	197427653.402985	224665539.578941	315650896.360204	311398578.423124	258419955.724473	408090077.600495	176839668.997729	277250552.784697	275434065.000888	165596203.789858	220651605.877943	290422945.275378	371684400.254506	249522329.865441	201039312.761196	295885997.958427	173907215.676766	492601046.142059	120461706.254894	172548903.846012	188257732.112831	328287320.351452	161187157.205837	162636543.308614	314711671.554487	253199022.312471	336288952.232133	0.000000	291671187.730290	259769569.235109	473530294.010816	441755605.763535	152357535.860751	252523734.120920	329352393.127258	279705853.301941	382382757.397018	348500262.549432	0.000000	177766279.867951
P04180;J3QSE5	69538819.452469	45688739.965047	153674943.042901	91471395.764772	48845981.221741	122047965.816099	92237911.681911	69984565.879389	145493040.181141	213550199.935644	165320631.191193	106551306.743573	143190907.735246	72110704.754651	138973974.406468	87530680.689788	208669193.777920	90640640.289030	84809285.580513	60537026.431531	182973268.904874	163879387.632098	116476023.871023	183885092.698105	171146713.542287	80608947.721860	114469466.158980	87781925.832947	115622520.840582	85587839.180825	57592624.435507	96274399.778800	117001850.623643	106785970.188504	65815138.578216	92051158.876863	105357004.445143	170391741.761328	98870850.614916	71734351.836253	93487582.506066	76045461.793041	107802608.110441	75706302.482037	73221249.449815	226293527.376654	103918442.513281	92271940.691367	0.000000	139859810.244932	106438389.967360	122859369.198111	189517137.838724	59550958.423160	74890597.168584	60760895.364223	121565819.739462	58701973.812396	169048148.091363	0.000000	114721113.165196
P04196	9560922258.534746	8320467318.976246	5838115509.355145	3923539334.655071	7917241408.980792	8558035368.885720	15290500540.229496	11107837460.554195	10402371336.857897	11417803631.195187	4470132247.392219	10455385089.604837	15045475907.692869	9498607589.066004	6977898642.796289	18623944252.158192	14445170359.783972	8684550693.751059	6475986254.013010	11556747991.874615	5349917544.419787	4900671124.195889	5881514594.206367	19292282195.670376	8494684362.315974	8736013902.998407	5986701974.664245	3901797965.678150	24252579207.545353	14125421312.643679	13406907677.951685	14721466878.175211	4740559029.728739	4846734038.711451	14187445517.212133	5225246484.164161	18811568722.818592	7957306109.881915	16039913885.771196	12068648270.231804	5549346119.146523	11339832791.357256	12962216384.413565	4661387615.594337	8528803867.010043	10264392352.982397	12744068099.480745	12078528852.539179	22880362968.026505	30467199832.956238	8093066961.359998	9236785578.451128	9706266363.424038	6224655116.181176	10228750970.994030	10459546576.080812	5743513883.802506	10544226242.847191	6788133255.161209	0.000000	13161006460.848253
P04211;A0A075B6I9	1234394729.660536	892995397.449538	1495322945.118508	824823785.643501	1503939398.245334	1025374763.526271	553057543.494978	1034811013.924818	812092504.599337	901356383.623589	478983152.978628	398036914.930998	357065501.051709	657001236.975834	1386365025.278698	3794810400.666028	1005299231.557542	167750643.128477	223744367.282381	1001837637.116572	644705403.307951	751332713.095777	544796085.882020	1520649916.114456	1122968728.927638	729917030.278376	783917920.140377	588675920.737592	538434012.051344	1920863103.770263	1844075521.421511	1148898973.595056	434191471.827232	665282141.725187	1940553209.361008	363086400.818780	1925332775.430246	789014836.318041	2077533762.220840	923184334.453115	1207883511.907974	205348981.026658	2016670874.410483	444067566.464694	1545919356.243867	747294842.599799	1551662910.990779	302356778.249050	0.000000	3027067364.273721	318559659.149652	171462889.545329	666867220.202446	666798455.253648	1068619546.324504	1424079962.398970	614677878.658673	1373663086.762108	1240211643.448973	0.000000	1260284266.358589
P04216;E9PIM6;E9PNQ8	74213391.532916	47018622.519528	76481449.591641	81014633.927104	64389971.803634	96377830.702781	86113821.726588	66990181.733338	111732815.194818	57144620.640921	143331477.445136	30804641.375081	96387769.862870	154083281.893540	119117691.958501	69607637.477175	38224145.680901	39347770.564808	121772386.643754	120898293.357432	111056544.546168	54331519.760525	124877075.980638	24830750.077938	45568042.250225	104778343.271931	139590511.251674	181896151.043729	54982871.085205	45439121.445483	61402416.965546	91729243.949284	131609426.680376	144161584.948669	59236175.776180	149501092.923479	17572227.069582	58689959.514760	50041453.947923	85888468.811762	114114251.922768	55220575.432765	55144847.541214	183669138.300196	89312191.390454	60405287.503280	46451055.179966	82770456.266243	0.000000	0.000000	171512794.532196	78213853.667808	42487256.435017	138767276.608978	104591778.332998	141041169.560787	149427782.231878	146989331.831125	129680328.507995	0.000000	36668567.820785
P04216;E9PIM6;E9PNQ8;J3QRJ3	6119990169.512052	6629118840.227487	6229961419.132013	5942012301.800903	5138737957.581058	7719612443.261298	7126345539.198354	4872152801.574278	7714388793.830748	6421172084.539909	7335363822.889544	10298558252.897921	6642945589.419952	11062238056.054657	4910727316.773990	4770823318.412330	6366724909.447582	6704725896.412378	8133069974.401299	5958303906.985620	5710407906.070087	10648812663.542175	8076248806.055483	4360566771.250637	6103442059.336217	10833672951.247955	7840903341.074106	8558640930.321561	4090427096.860143	3214081274.077984	5101865118.379764	6577533053.332446	7417486037.381327	6857204014.846511	4487027949.393374	10963059214.697657	4554167408.397190	6418260928.355096	4294458561.705994	5702501426.955223	5208552146.629590	7248168802.950612	3862435134.129621	9742695400.386379	6455995737.347373	5293859453.917211	5103099609.991746	4944250814.056881	7786874861.614819	3091120915.619813	8949897046.098513	6573560190.309550	4993625269.976368	10754500162.055559	7304038832.924935	4208948203.136874	9365797617.274548	7857371849.000987	6224980349.640595	0.000000	3570099623.304456
P04217;M0R009	17672963187.660355	25003788007.401962	9965653963.126415	10430714648.623272	24407559138.977943	20555919428.889843	23738894056.072132	23696500032.520184	21454857433.186153	19439656882.084667	11042608222.944065	27960055539.065174	27777528110.857765	12271115577.804068	17945421284.948872	21249520111.282097	20774429760.266941	20725379765.723305	14093041285.962814	23930670977.176632	17284164965.541424	13060544690.601755	16707688538.517002	37612997948.761780	15131954422.081697	12269071610.412487	16816719599.583204	11163031441.389164	37588142594.145561	34785177071.881348	22375646871.546871	19901132945.451435	10530464014.314661	16023278500.191174	31957031809.777035	9950882206.819349	18073302630.649296	13524781711.791344	29529792982.705544	21079703309.965244	9365111728.504141	24365162816.681023	23857698447.400345	11735599058.380436	16467493319.428249	15744702293.830801	24731897005.634266	24353440275.952370	11899834728.694651	65583132274.022415	17065369998.678860	34673329156.148460	14949966808.302759	13051327367.829096	18237890278.885376	19296009587.562576	21373491404.321842	25362457504.862583	15656152669.996344	0.000000	32293875786.183403
P04217;M0R009;P04217-2	100010371.735161	98931884.166513	15763152.578874	48729220.566297	48497974.876629	50037855.132730	178886612.416847	77840279.916023	125205819.328091	60721849.565249	86825064.592854	286393847.616678	71312786.290798	36659241.792591	131620145.551828	125506453.411786	133416961.479277	48592833.749894	141591122.775312	161589355.520650	103427862.763382	106508741.711780	94278195.139962	195022049.946384	61494022.197365	37859496.355893	85898984.395352	16989727.475501	183259127.097752	137352281.223409	129954349.935245	130680201.591923	36521904.134905	76248796.989607	174921573.798616	55769042.418666	134549738.256665	43169974.343428	210275919.289287	162227023.047433	67365740.543903	88636126.036036	68810648.605269	42897227.453497	77867761.885165	115361236.705827	240013220.217907	122159155.220887	0.000000	563033290.512093	42532644.642537	111265467.256149	84462164.123406	38228067.465894	49457702.671610	25052191.901455	136398989.762713	19969707.385863	53350350.465069	0.000000	217847789.968087
P04217;P04217-2	5965543218.121794	16141235814.736059	4066429880.795580	6448842424.568452	10799730087.305614	10612039171.452938	8967882026.650448	7538268811.710547	9486220683.511505	13302086232.835983	5862068211.864312	6003750823.022431	15838732417.647324	4685161903.586970	6904539698.785975	9561882576.790577	6081263510.260200	11360495241.282427	2554673568.122020	12336194499.234482	5709988539.702141	4144330077.978737	6914213347.056260	20118981652.924419	6505058187.943773	8959491766.100954	7141100335.375730	4174514292.043003	18977107371.012848	16291825377.115248	7215197905.739981	10316497913.023935	3281415561.382509	6413480752.579999	16088314454.980345	3895035770.311353	6563117454.962364	3034997009.390754	18862695982.740108	8581397040.045307	4625939490.431396	7496636024.989338	11749382339.562304	4705572525.202656	6380455222.699882	3461291255.954322	7694256297.127476	11412853024.178764	3372685281.469876	35283962898.208084	6166914934.802402	15447584748.036528	6088286374.264712	5679519226.071788	6415982572.509744	5758750892.496390	9029078161.050468	17243511783.378391	7498400408.837317	0.000000	13427856608.032333
P04259;P04264	192751732.235034	11334885.764174	722892719.403900	1370700076.703420	36255191.808418	151565369.940277	22200934.292409	216784746.681439	373673949.088518	10750142.196336	204220456.406096	41735648.310203	531017342.022325	15619039.201725	12558894.997140	56734849.999608	0.000000	32932366.678933	109476541.989718	36640343.891637	53553942.348853	81641221.034881	66142486.659901	94600194.811623	17643007.335963	2447744799.474695	25274785.832676	271575202.057161	23061086.398297	0.000000	156563346.192967	36523110.320949	25630090.301613	36856055.408974	124641471.403281	19426575.217510	22627162.745402	20845158.484795	23924623.402790	225673216.266652	66238921.521596	17665507.307616	31756422.269339	961798404.460668	65344591.240110	159177247.015544	111955143.613852	37488133.322264	0.000000	97160998.680731	0.000000	171766169.134777	24057775.749944	336939578.471678	42967267.642434	218204633.557957	829916377.851908	47549010.824441	74078270.405955	0.000000	148579643.618902
P04264	1049297874.746206	96357638.636811	2350522256.366959	5110298342.224994	407943848.833547	1274478940.334852	266946803.424472	964525876.101007	1530279245.069714	124060139.685186	1222994003.710998	442911702.452323	1489326391.272570	104287114.316302	181451209.965355	710230742.014307	19305163.964056	288371017.472381	646906189.087060	414692711.436283	553565678.742591	747164076.090250	490878188.298418	683523937.954981	139198437.539345	6728339370.833945	380262827.234969	758924621.790734	173848807.671540	45187541.130078	749766526.878315	161416600.028815	163890587.274820	338431564.965858	984941519.379895	184845856.562344	264823635.376284	136319291.540432	314734522.642059	947562705.178824	785123793.689811	142759497.443442	223321359.391897	4276369660.306289	483840351.996730	932885128.349928	603468162.950601	412095574.396573	0.000000	397909392.442734	37688198.747243	1479961863.438826	264261246.424016	1280857236.409196	279700646.318623	826289194.544542	3151958862.094811	331147275.546840	788148082.023569	0.000000	739912453.254465
P04264;P35908	381624230.669162	101071758.385061	2932223829.174816	5074361812.275755	157266213.483542	536630215.305234	76114949.639752	394010045.288989	1702158535.597752	63067122.339886	492184468.429912	181845818.161846	1080291451.200837	49880990.966465	57871048.422572	285082646.714864	0.000000	175857446.162286	235494596.893579	202564336.162909	286952144.293115	188176381.240271	350160610.638787	319263260.112420	61642904.659914	9184654058.838215	176897911.154560	388323037.556924	78023786.604050	0.000000	412529019.700686	89884052.407203	51259441.095880	163558145.394954	387487622.675739	56699389.066526	50755565.942755	62068228.253366	158619725.798708	417144682.982933	234391305.774229	32513340.359352	91543117.937168	3734354365.943489	209624205.840947	427823121.719804	136881332.574541	224770733.179909	0.000000	218527998.699531	42295118.515123	392234109.669580	142892460.747651	687310963.296230	204111431.495002	984529023.049290	2702885976.050970	150911756.973959	271667164.005919	0.000000	271791822.475114
P04264;P35908;Q7Z794	238359967.893500	40957262.108660	2078785413.343684	3181032503.654969	54739853.286999	285225820.423288	39173547.321775	288918219.421323	916846759.559686	20982684.028779	390790387.106951	87446432.034490	487317851.780878	28324547.978423	23603845.608727	194999579.647831	5949364.328166	54324512.861735	159943177.441413	122597427.038894	165329947.394379	239267688.804444	102747215.355419	342374270.152778	39857698.681397	5250374384.095959	84936487.330777	189270907.369606	42321395.274930	6699545.008164	290230971.586087	30218597.874223	39851955.361997	81547248.525010	218571274.875015	31901635.453456	36252932.565051	35171108.561684	85061110.789845	247363002.497716	155220786.266628	12312142.876732	30603804.859331	2132143758.447743	110422382.078888	360497082.818307	102875527.757194	84294815.010248	0.000000	148683566.426355	8790510.616848	236852762.631595	110602383.982973	381417818.768146	68447161.176470	872230071.648725	1482738818.199440	133033667.572395	127299699.144347	0.000000	287156993.289528
P04271;A8MRB1	9838515.735080	12041702.522115	21972310.031687	18336003.756044	15163800.626169	15066522.006295	29248572.731328	18315991.171957	36995450.180067	17347949.537212	27990797.769504	20701970.947478	17260603.342424	19319600.906568	14714117.985545	51569691.746800	40979171.244838	41181371.176737	70601646.440549	21683703.125208	22035262.087498	62893705.357630	89430813.713826	64042901.913702	91606470.732460	15918511.888325	6549355.994940	16034874.454621	34716087.975921	22849297.260269	53581375.898983	28916757.870115	31313306.978861	31654328.385094	36519361.959672	58233402.190385	39295937.533997	36516706.586124	37331565.939792	19472406.390188	19470321.241960	39110285.014010	4099770.613497	27823846.012701	85536836.555164	41086420.200921	64897620.082567	20311550.870198	0.000000	70158183.958121	17714700.036701	11378974.377674	36916397.252630	24697039.877219	14470005.549871	9740735.184580	47423912.299530	14898532.123306	20971576.947342	0.000000	50846119.705999
P04275	24554903.968882	17732796.122929	14353993.368984	21930237.377790	13402682.690605	9736683.046546	25758313.318758	21431000.890383	35040864.575782	12995927.463991	19085818.371683	30463719.774718	16100371.126665	9187868.441414	16977841.019334	30693182.090915	68464789.664975	25745954.544987	28176301.456768	17503299.830698	65502153.508824	23602684.202776	27690389.676819	19655276.614909	78379706.708680	32011769.535972	36390402.915593	25557194.179004	18619109.029457	27315658.855631	36817321.030143	28995284.807011	34089273.091063	35925378.020013	10475303.294570	71348775.371278	28147930.383858	91289140.294695	15793162.142175	31798377.428252	21788456.146300	17744639.324697	19926551.497977	21933136.907645	35725503.051941	69983770.607914	26543450.444597	26153276.690995	0.000000	34183460.969873	19802540.910765	15545034.707719	48857374.408737	22034920.597954	17759659.895641	19613535.965868	28884367.543749	8392849.677812	26731577.523719	0.000000	23299468.888570
P04275;P04275-2	54647353.653769	52015401.643066	70711431.868792	80696532.083247	42118039.549763	57781719.453412	48245536.284526	73108887.880647	74774981.894869	50236552.048624	56013967.870134	36570395.546044	52093580.983111	54730718.899949	47010679.964092	40341972.015358	43257420.990553	80539428.965277	81663311.547238	36741319.764015	93399424.321323	58323029.726735	59658317.421966	53125796.799934	112287575.264820	64701373.933405	63734878.376951	68745417.196571	46472137.531227	61364941.593953	66251501.308586	57567228.777255	60561553.517970	63812952.939389	49536138.378886	124130310.150844	36428911.423080	83217935.197749	40504865.216298	67746988.726273	52314713.397123	62556794.441498	69438810.061386	57676776.321420	93234722.725554	92534763.522124	48925372.911704	58428299.001828	0.000000	41531914.862422	72957875.154820	40973605.858834	100099874.677098	60931466.409427	53178500.073914	77374835.271688	93945689.787423	61666017.154508	55117530.589418	0.000000	44636807.068110
P04278;P04278-2;P04278-3;P04278-4;P04278-5;A0A0C4DGN2;B0FWH5;B0FWH6;B0FWH7;I3L0M1;I3L145;I3L1C1;I3L1G4;I3L1J1;I3L2F1;I3L2X4;I3L4B9	0.000000	42019449.760773	13310653.415258	29692564.223450	31065267.865842	45251633.857452	17357301.438102	31135907.283501	17914648.587066	42790512.060126	61695893.786519	33399513.921720	35783284.117826	32530879.642359	3285330.987324	14942257.257119	29875744.687937	33900660.659099	19040588.276182	55778775.037131	7118167.079856	62416220.233564	16897347.424281	90649840.270546	21769290.322941	12924893.778908	33685675.438265	16968895.621114	44039633.994461	50346749.579403	65875271.535866	52840938.906723	58778449.853873	23193173.644617	79272535.723139	34782962.226740	25105639.308898	11468832.778249	62837657.436664	73177581.582383	29602687.095899	9975511.840199	96978894.694410	33166170.373812	9471658.587659	148881279.911455	59191677.853214	42564764.295121	0.000000	86702899.148580	34424478.964335	32146906.992228	40445060.105652	20133190.229568	24984749.153107	28807231.826778	37220861.269715	35669735.922814	36464490.142031	0.000000	30784471.988147
P04278;P04278-2;P04278-3;P04278-4;P04278-5;A0A0C4DGN2;I3L145;I3L1J1	45838022.454462	64376284.651852	23454368.356479	111532864.683007	16064713.685521	188178752.373821	8774983.281302	95803641.569716	27645981.336590	27319305.560908	43116734.394541	131752913.463829	79976637.884725	0.000000	0.000000	21874668.810841	33430995.119382	77885738.390400	15613807.877648	75200186.580641	18175149.665128	19998204.243225	0.000000	110419864.500845	46109529.064221	27052190.094845	22378648.076749	4960816.594533	9862272.837053	26518580.645666	244127681.377882	16474514.865695	0.000000	20373818.378748	19272183.149181	75371184.539225	7376803.639005	100675343.779799	19472052.431346	16679470.686695	10267073.795808	23745876.455920	21307934.735557	50785739.589412	43766056.527002	72971667.953758	12114312.855828	64228363.163158	0.000000	17741565.730532	80295215.798425	11642312.721510	23995440.865599	3611285.766985	21304047.540170	33689310.060720	24892221.109433	52048144.409127	13437972.332756	0.000000	29795813.542795
